time	rss	kernel
0	638976	172032
100721906	42332160	552960
200739972	63565824	651264
300724828	65400832	655360
400723598	65400832	655360
500730523	70680576	684032
600737428	89473024	778240
700737706	131809280	950272
800722531	131809280	950272
900731272	331694080	1798144
1000734317	331694080	1798144
1100732763	331694080	1798144
1200732233	331694080	1798144
1300734557	334057472	1810432
1400737546	336142336	1830912
1500744164	117694464	1454080
1600727617	138665984	1454080
1700734821	139452416	1454080
1800732930	140238848	1454080
1900729088	141680640	1454080
2000728492	141729792	1454080
2100737777	141729792	1454080
2200740183	141729792	1454080
2300733283	142254080	1454080
2400729371	134971392	1458176
2500732620	132890624	1466368
2600736817	132857856	1466368
2700735295	132562944	1466368
2800728544	131530752	1466368
2900725588	131612672	1466368
3000726897	131567616	1466368
3100725524	131649536	1466368
3200725819	131379200	1466368
3300703864	131379200	1466368
3400724961	131330048	1466368
3500729212	131280896	1466368
3600725064	131362816	1466368
3700726375	131313664	1466368
3800727200	131391488	1466368
3900747166	143286272	1466368
4000739205	143286272	1466368
4100743524	143286272	1466368
4200734678	127991808	1466368
4300730252	111976448	1466368
4400725446	111972352	1466368
4500738209	111091712	1466368
4600728202	111026176	1466368
4700725957	110764032	1466368
4800725899	111026176	1466368
4900724696	110845952	1466368
5000723603	110845952	1466368
5100723670	110796800	1466368
5200722029	110829568	1466368
5300721786	111091712	1466368
5400727093	110747648	1466368
5500727784	110845952	1466368
5600723264	110764032	1466368
5700725885	110587904	1466368
5800723794	110854144	1466368
5900725165	111333376	1466368
6000730754	123736064	1466368
6100743194	123736064	1466368
6200747795	123736064	1466368
6300743922	123867136	1466368
6400736605	146018304	1482752
6500739522	242356224	1646592
6600740809	273379328	1732608
6700737767	273379328	1732608
6800725778	273379328	1732608
6900736134	273379328	1732608
7000741866	273379328	1732608
7100742531	273379328	1732608
7200730169	273379328	1732608
7300738704	273379328	1732608
7400737245	273379328	1732608
7500738714	273379328	1732608
7600729802	273379328	1732608
7700739594	273379328	1732608
7800745761	273379328	1732608
7900739195	273379328	1732608
8000723132	273379328	1732608
8100733319	273379328	1732608
8200737913	273379328	1732608
8300740238	273379328	1732608
8400722150	273379328	1732608
8500727834	273379328	1732608
8600736332	273379328	1732608
8700738157	273379328	1732608
8800725708	273379328	1732608
8900743669	273379328	1732608
9001211498	273379328	1732608
9100739926	273379328	1732608
9200737526	273379328	1732608
9300741412	273379328	1732608
9400740165	273379328	1732608
9500737490	273379328	1732608
9600728282	273379328	1732608
9700739114	273379328	1732608
9800726612	273379328	1732608
9900731177	273379328	1732608
10000736455	344551424	2048000
10100747507	117600256	2048000
10200732080	148832256	1900544
10300728545	114651136	1818624
10402170253	116875264	1818624
10500742426	118829056	1818624
10600741027	118874112	1818624
10700721208	114597888	1818624
10800720774	113553408	1802240
10900726043	113618944	1802240
11000731323	113623040	1802240
11100729204	113569792	1802240
11200718965	113573888	1802240
11300728157	112959488	1802240
11400726714	112693248	1802240
11500743990	113025024	1802240
11600736453	112922624	1802240
11700724055	112955392	1802240
11800739659	149684224	1802240
11900740869	155746304	1802240
12000723795	144482304	1789952
12100729935	147177472	1789952
12200745298	149557248	1789952
12301575841	152506368	1789952
12400728444	152637440	1789952
12500740574	152637440	1789952
12600735635	148144128	1789952
12700735571	162824192	1789952
12800724337	140918784	1789952
12900733940	148914176	1789952
13000741304	167772160	1789952
13100741674	169738240	1789952
13200722995	163991552	1789952
13300722637	163991552	1789952
13400727373	163991552	1789952
13500748630	156131328	1789952
13600725484	155377664	1789952
13700732436	155082752	1789952
13800727782	156119040	1789952
13900730748	155455488	1789952
14000725075	154398720	1789952
14100735670	155541504	1789952
14200733909	154984448	1789952
14300737861	154988544	1789952
14400724826	161542144	1789952
14500725558	174911488	1789952
14600742795	170573824	1789952
14700740112	163069952	1794048
14800725544	97931264	1777664
14900737398	82731008	1761280
15000739693	84434944	1761280
15100748390	80998400	1761280
15200730494	82833408	1761280
15300765359	102363136	1761280
15400746513	115630080	1761280
15500750088	115630080	1761280
15600739562	103755776	1761280
15700726534	93638656	1761280
15800725604	93663232	1761280
15900741470	104787968	1761280
16000739299	93368320	1761280
16100726402	93253632	1761280
16200738814	104181760	1761280
16300742863	114180096	1761280
16400722380	114180096	1761280
16500730306	114180096	1761280
16600728466	114180096	1761280
16700734137	129687552	1761280
16800728855	95498240	1761280
16900733811	95535104	1761280
17000727606	93773824	1761280
17100722148	93102080	1761280
17200727221	102490112	1761280
17300726625	99393536	1761280
17400740713	100311040	1761280
17500732451	100323328	1761280
17600724042	111857664	1761280
17700735507	111513600	1765376
17800725213	111513600	1765376
17900725393	108109824	1765376
18000724479	107913216	1765376
18100736367	111714304	1765376
18200742884	112238592	1765376
18300742922	108634112	1765376
18400724709	87830528	1765376
18500735062	85450752	1765376
18600734182	90841088	1765376
18700739637	86470656	1765376
18800727600	91009024	1765376
18900733076	90251264	1765376
19000739320	91037696	1765376
19100736958	83324928	1765376
19200724842	85360640	1765376
19300733348	85602304	1765376
19400726186	84119552	1765376
19500737690	85037056	1765376
19600724490	85086208	1765376
19700738727	85524480	1765376
19800740851	86515712	1765376
19900738176	85823488	1765376
20000725451	85663744	1765376
20100735377	85716992	1765376
